Species CountA CountC CountG CountT CountA_Syn CountC_Syn CountG_Syn CountT_Syn
Tanakia_latimarginata.CytB 6195 7421 4439 7675 1472 1699 620 689
Tanakia_limbata.CytB 2821 3208 1881 3340 646 659 314 361
Tangara_cyanicollis.CytB 2168 2796 1089 1918 653 649 50 123
Tanichthys_albonubes.CytB 13388 10862 6522 15848 3803 1569 287 2006
Tapirus_indicus.CytB 1409 1345 558 1236 436 201 31 68
Tapirus_terrestris.COX2 1329 912 500 1111 291 117 22 152
Tarentola_mauritanica.ATP6 2125 2222 801 1632 666 365 124 248
Tarentola_mauritanica.COX1 6132 6952 4573 6775 1704 1455 441 739
Tarentola_mauritanica.COX2 2414 2212 1153 1778 608 380 100 202
Tarentola_mauritanica.COX3 3528 3633 2147 3220 1019 736 170 247
Tarentola_mauritanica.CytB 5034 5365 2198 4233 1491 993 208 307
Tarentola_mauritanica.ND1 4713 4826 2160 3709 1488 913 229 375
Tarentola_mauritanica.ND2 4647 4413 1525 2915 1228 907 97 281
Tarentola_mauritanica.ND3 763 893 375 729 226 188 32 81
Tarentola_mauritanica.ND4 6742 6417 2299 4747 1933 1108 255 453
Tarentola_mauritanica.ND4L 855 872 301 618 277 199 29 51
Tarsius_dentatus.CytB 6015 4971 2537 5805 1804 701 104 582
Tarsius_lariang.CytB 4266 3453 1769 4156 1270 479 65 420
Tarsius_wallacei.CytB 2126 1744 889 2063 632 238 33 215
Telescopus_fallax.CytB 7320 7245 2691 6180 2031 1119 257 506
Telestes_muticellus.CytB 6478 7014 4139 7119 1808 1217 648 753
Telestes_pleurobipunctatus.CytB 3703 4253 2622 4164 1002 807 408 406
Telestes_souffia.CytB 27459 31580 18959 30866 7733 5451 2602 3719
Telmatobius_chusmisensis.CytB 1016 1129 532 1187 284 220 52 120
Telmatochromis_temporalis.ND2 1688 2392 873 1829 339 605 106 387
Tenualosa_ilisha.CytB 5718 7280 4255 6624 1558 1420 512 873
Terapon_jarbua.CytB 14533 19010 8619 16806 3891 4552 445 2090
Terpsiphone_paradisi.ND2 3113 3361 1227 2649 884 636 156 329
Terpsiphone_rufiventer.ND2 2006 2257 804 1695 566 453 118 201
Terpsiphone_viridis.ND2 4301 4779 1677 3649 1212 920 241 468
Terrapene_carolina.CytB 3252 3334 1237 2827 1051 602 36 183
Terrapene_mexicana.CytB 9285 9218 3545 8276 2996 1553 90 701
Testudo_graeca.CytB 31825 32125 12252 28030 9350 5691 485 2511
Testudo_horsfieldii.CytB 7175 7399 2827 6197 2160 1338 155 486
Testudo_kleinmanni.CytB 1577 1604 632 1374 487 275 47 120
Testudo_marginata.CytB 1867 1840 692 1595 558 336 25 126
Tetraogallus_himalayensis.CytB 2180 2852 990 1958 639 630 45 172
Tetraogallus_himalayensis.ND2 1849 1954 516 1405 482 410 21 152
Tetraogallus_tibetanus.ND2 2145 2292 612 1629 551 510 29 136
Tetraophasis_obscurus.ND2 1180 1338 364 910 278 321 20 94
Tetraophasis_szechenyii.ND2 1454 1683 475 1128 351 394 40 131
Tetrapturus_georgii.ND4 3567 4532 2073 3940 672 1249 108 552
Tetrapturus_pfluegeri.ND4 1480 1895 871 1634 285 523 50 222
Thalasseus_sandvicensis.ND2 2082 1894 671 1732 587 311 22 294
Thamnophis_rufipunctatus.ND1 5697 4992 1844 4423 1697 886 120 577
Thamnophis_validus.CytB 4312 4014 1375 3691 1299 644 56 237
Thamnophis_validus.ND1 4391 3866 1379 3300 1358 687 45 393
Thermophis_baileyi.CytB 1902 2098 762 1697 475 389 68 174
Thermophis_baileyi.ND4 3330 3160 1279 2599 903 535 168 231
Thermophis_zhaoermii.ND4 1310 1213 448 917 376 198 42 54
Thorichthys_meeki.CytB 1626 2219 889 1905 397 532 34 222
Thoropa_miliaris.ND2 12550 11141 4569 13202 2607 2142 203 2386
Thrichomys_laurenteus.CytB 9513 9220 3957 9144 2619 1499 230 869
Thryothorus_nigricapillus.ATP6 2962 3973 1417 2542 971 884 291 149
Thunnus_alalunga.ATP6 874 1015 453 943 294 178 51 167
Thunnus_alalunga.COX2 790 771 451 748 182 111 35 120
Thunnus_alalunga.CytB 5070 6518 3099 5833 1541 1210 184 971
Thunnus_alalunga.ND1 1916 2425 1162 2009 635 527 98 299
Thunnus_alalunga.ND2 1051 1342 563 896 285 288 89 150
Thunnus_alalunga.ND4 1525 1732 826 1437 426 343 66 223
Thunnus_albacares.ATP6 1213 1401 565 1188 431 258 45 203
Thunnus_albacares.COX1 1582 1696 1142 1772 532 248 66 317
Thunnus_albacares.CytB 4496 5773 2771 5196 1392 1016 148 913
Thunnus_albacares.ND1 1660 2186 1023 1703 505 500 113 225
Thunnus_albacares.ND2 1057 1353 550 891 292 297 80 147
Thunnus_albacares.ND4 1879 2195 1058 1763 526 473 108 231
Thunnus_maccoyii.ATP6 871 992 403 846 306 180 32 143
Thunnus_maccoyii.CytB 3721 4953 5106 5537 360 848 1841 329
Thunnus_maccoyii.ND1 1657 2165 1027 1720 492 516 122 210
Thunnus_obesus.ATP6 1019 1187 487 1006 367 208 41 174
Thunnus_obesus.COX1 1573 1694 1155 1769 528 247 76 311
Thunnus_obesus.CytB 4808 6090 2926 5548 1499 1109 149 930
Thunnus_obesus.ND1 3574 4635 2186 3690 1073 1065 256 479
Thunnus_orientalis.CytB 18386 23765 15435 23141 4384 4230 3267 3064
Thunnus_orientalis.ND1 1202 1510 723 1260 389 325 71 190
Thunnus_thynnus.ATP6 712 832 349 735 247 157 28 120
Thunnus_thynnus.COX1 1573 1701 1150 1768 519 249 80 312
Thunnus_thynnus.COX2 786 778 454 742 180 114 36 117
Thunnus_thynnus.CytB 4233 5349 2588 4928 1308 941 143 861
Thunnus_thynnus.ND1 1669 2169 1017 1718 505 514 111 212
Thunnus_thynnus.ND2 1475 1888 757 1240 399 419 99 215
Thunnus_thynnus.ND4 1888 2162 1052 1798 516 446 104 257
Thunnus_tonggol.CytB 2243 2881 1383 2613 688 531 74 443
Thylacinus_cynocephalus.ATP6 2721 2379 883 2785 608 288 26 548
Thylacinus_cynocephalus.ATP8 328 179 98 268 57 10 6 47
Thylacinus_cynocephalus.COX1 8595 6811 4448 9182 2450 924 184 1292
Thylacinus_cynocephalus.COX2 3076 2211 1329 2649 726 302 96 333
Thylacinus_cynocephalus.COX3 2463 2270 1288 2533 758 318 89 291
Thylacinus_cynocephalus.CytB 3411 2809 1304 3298 1037 336 32 323
Thylacinus_cynocephalus.ND1 3490 2577 1291 3753 938 261 106 568
Thylacinus_cynocephalus.ND2 5654 4019 1897 5274 1388 520 100 811
Thylacinus_cynocephalus.ND3 1055 975 389 1316 286 155 30 111
Thylacinus_cynocephalus.ND4 7558 5540 2429 6619 1882 869 70 764
Thylacinus_cynocephalus.ND4L 600 379 230 617 222 40 8 39
Thylamys_elegans.CytB 8320 7328 3751 9251 2351 888 256 1298
Thylamys_pallidior.CytB 14353 12094 6086 15599 4027 1365 410 2137
Thylamys_pusillus.COX2 1341 908 585 1270 307 84 23 215
Thylamys_pusillus.CytB 4770 3986 2056 5228 1285 479 124 689
Thylamys_sponsorius.COX2 1114 779 508 1019 230 83 40 157
Thylamys_sponsorius.CytB 7041 6086 3166 7773 1881 788 219 1014
Thylamys_venustus.COX2 1586 1076 660 1466 336 129 26 224
Thylamys_venustus.CytB 13330 10524 5341 14353 3574 1143 259 1938
Thylamys_venustus.ND2 2367 1928 717 2275 576 297 23 348
Thymallus_arcticus.ATP6 2206 2496 1124 2559 696 444 97 503
Thymallus_arcticus.CytB 2916 3219 1748 3306 857 591 121 459
Thymallus_arcticus.ND1 1162 1329 765 1394 314 258 73 261
Thymallus_grubii.ATP6 1500 1760 799 1746 480 330 72 333
Thymallus_grubii.COX1 2584 2893 2043 3316 641 609 208 497
Thymallus_grubii.COX2 1115 1154 685 1186 195 216 27 255
Thymallus_grubii.COX3 1507 1828 1083 1846 352 347 55 326
Thymallus_grubii.CytB 3253 3628 1997 3662 977 686 152 482
Thymallus_grubii.ND2 2307 2585 1208 2276 640 518 135 441
Thymallus_grubii.ND3 392 547 331 566 123 131 35 93
Thymallus_grubii.ND4 3094 2967 1708 3271 840 516 152 503
Thymallus_grubii.ND4L 273 355 215 333 105 71 19 48
Tinca_tinca.CytB 8082 7030 3883 8293 2460 945 245 890
Tinca_tinca.ND1 1460 1375 708 1317 544 230 47 122
Todiramphus_chloris.ND2 12404 11772 3733 8913 3333 2118 251 1036
Tonatia_saurophila.CytB 1346 1387 574 1241 401 269 15 115
Tor_khudree.CytB 1359 1315 651 1235 451 221 36 74
Tor_putitora.ATP6 13052 12459 5941 12132 4578 2183 675 1149
Tor_putitora.ATP8 660 475 180 467 108 58 3 41
Tor_putitora.CytB 17746 16694 8389 16451 5810 2846 525 983
Tor_putitora.ND4 1711 1608 770 1383 584 279 58 122
Tor_sinensis.CytB 1305 1282 644 1233 421 219 64 68
Tor_tor.CytB 2386 2263 1143 2188 781 381 76 126
Tor_tor.ND4 1740 1606 770 1404 581 279 63 118
Toxicocalamus_loriae.CytB 1562 1622 627 1541 410 262 64 178
Trachemys_callirostris.CytB 2707 2700 1012 2461 815 468 40 241
Trachemys_scripta.CytB 5337 5370 2097 5199 1654 884 69 575
Trachemys_scripta.ND4 4847 3894 1382 3647 1437 554 41 378
Trachemys_scripta.ND4L 473 459 162 544 124 87 11 51
Trachidermus_fasciatus.CytB 20227 28133 14733 24687 4876 6510 1581 3036
Trachinotus_ovatus.CytB 1159 1441 664 1296 350 303 37 180
Trachurus_declivis.CytB 2942 4308 1885 3572 859 995 99 517
Trachurus_mediterraneus.CytB 1892 2647 1230 2169 512 598 102 322
Trachurus_novaezelandiae.CytB 2911 4288 1865 3572 879 986 83 537
Trachurus_trachurus.CytB 3009 4156 1881 3494 829 933 109 556
Trachypithecus_francoisi.ND4 2625 2329 807 2501 535 554 24 223
Trachypithecus_francoisi.ND4L 343 291 126 416 85 56 40 NA
Trachypithecus_hatinhensis.ND4 1752 1484 553 1719 344 337 24 170
Trachypithecus_phayrei.CytB 4325 4438 1644 4334 1117 888 71 471
Trachypithecus_phayrei.ND3 507 437 212 536 111 69 22 77
Trachypithecus_phayrei.ND4 2993 2678 979 2989 625 596 58 311
Tragelaphus_imberbis.CytB 1425 1267 642 1212 461 142 74 89
Tragelaphus_oryx.CytB 1464 1366 585 1128 505 184 17 74
Tragelaphus_scriptus.COX3 848 894 482 908 227 167 30 100
Tragelaphus_scriptus.CytB 2177 1972 912 1760 717 285 62 85
Tragopan_temminckii.CytB 1249 1592 556 1163 336 365 33 113
Tragopan_temminckii.ND2 1232 1306 360 942 319 286 36 111
Tragulus_javanicus.CytB 2774 2702 1186 2410 918 439 32 194
Tregellasia_capito.ND2 1124 1218 426 868 316 256 56 72
Tregellasia_leucops.ND2 1955 2111 763 1532 553 430 103 136
Trematomus_bernacchii.ND2 5788 8375 5967 9013 1200 1964 953 1844
Trematomus_newnesi.ND2 885 1050 871 1358 187 203 172 265
Trematomus_nicolai.ND2 2714 3600 2853 4366 580 747 497 928
Tribolodon_brandtii.CytB 2360 2633 1438 2521 648 514 219 243
Tribolodon_hakonensis.CytB 3628 3759 2073 3968 1046 711 224 406
Trichiurus_japonicus.CytB 66815 83136 41022 83527 15921 16692 4116 11621
Trichiurus_lepturus_nanhaiensis.CytB 21021 26412 12355 24587 5576 5479 1099 2997
Trichomycterus_areolatus.CytB 22327 22560 11366 23336 6522 4204 957 2028
Trichosurus_vulpecula.ND2 951 860 176 701 265 144 5 78
Trimeresurus_albolabris.CytB 11263 11629 3944 10838 2804 2128 121 1058
Trimeresurus_albolabris.ND4 6830 6090 2201 5227 1928 1032 197 502
Trimeresurus_gumprechti.CytB 4857 5242 1837 4690 1199 994 144 404
Trimeresurus_popeiorum.CytB 1510 1544 540 1461 390 260 30 155
Trinomys_dimidiatus.CytB 1705 1664 727 1577 468 252 39 158
Triplophysa_bleekeri.CytB 9229 10181 6433 11381 2308 1904 978 1330
Triplophysa_stenura.CytB 7822 8388 5332 9076 2121 1577 889 795
Triplophysa_yarkandensis.COX1 1519 1515 1236 1922 433 208 176 319
Triplophysa_yarkandensis.ND2 981 1205 768 1222 210 227 110 302
Triplophysa_yarkandensis.ND3 322 370 255 445 99 71 21 74
Triplophysa_yarkandensis.ND4 1343 1432 1102 1643 339 237 204 244
Trisopterus_luscus.CytB 1594 1894 975 2107 340 425 100 291
Trisopterus_minutus.CytB 5341 6165 3333 7180 1195 1364 292 1028
Triturus_carnifex.ND2 2642 2330 1061 2199 649 409 166 258
Triturus_cristatus.ND2 1240 1120 565 1035 307 188 102 120
Triturus_dobrogicus.ND2 14653 12978 5950 12319 3569 2387 854 1359
Triturus_karelinii.ND1 1366 1180 772 1497 444 186 99 174
Triturus_karelinii.ND2 15830 13792 6582 13332 3983 2410 1000 1469
Triturus_marmoratus.ND1 1155 982 568 1159 382 150 60 114
Triturus_marmoratus.ND2 1619 1447 618 1311 429 264 76 150
Troglodytes_aedon.ND2 22595 26801 7832 16449 6381 6257 676 1827
Trogon_collaris.ND2 4399 4273 1290 3493 1082 769 134 533
Trogon_rufus.ND2 4186 4190 1258 3385 972 872 97 433
Trogon_violaceus.ND2 4212 4023 1223 3436 1023 780 80 474
Trogon_viridis.ND2 3550 3407 944 2862 822 605 32 464
Tropheus_duboisi.ND2 2473 3339 1046 2538 532 836 54 532
Tropheus_moorii.ND2 2784 3828 1222 2825 605 981 94 583
Tupaia_belangeri.CytB 5621 5580 2894 5234 1649 916 175 447
Tupaia_glis.CytB 2621 2717 1273 2461 786 442 94 256
Turdus_ignobilis.ND2 11695 14423 5351 9350 2997 3054 719 1123
Turdus_merula.ND2 7479 8763 3265 5684 2027 1741 401 701
Turdus_migratorius.CytB 1924 2343 949 1624 639 504 67 79
Turdus_philomelos.ND2 3476 4365 1576 3003 864 986 170 381
Turdus_poliocephalus.ND2 9037 10874 3856 7276 2398 2402 350 858
Turdus_rufopalliatus.CytB 4660 5400 2120 3780 1582 1052 146 232
Turdus_rufopalliatus.ND2 4314 5059 1881 3371 1117 1020 248 434
Tursiops_aduncus.ATP6 1724 1517 529 1654 436 235 17 247
Tursiops_aduncus.ATP8 327 287 68 263 71 33 9 47
Tursiops_aduncus.COX1 2665 2200 1493 2930 800 274 71 482
Tursiops_aduncus.COX2 917 693 365 749 205 119 9 91
Tursiops_aduncus.COX3 1343 1328 612 1415 347 239 4 176
Tursiops_aduncus.CytB 2738 2732 1158 2468 807 499 53 205
Tursiops_aduncus.ND1 2156 1961 759 1802 724 295 22 213
Tursiops_aduncus.ND2 1819 1576 411 1399 462 294 18 150
Tursiops_aduncus.ND3 506 458 225 536 111 86 2 88
Tursiops_aduncus.ND4 3909 3489 1284 3709 979 618 31 480
Tursiops_aduncus.ND4L 506 458 232 568 142 101 12 49
Tursiops_australis.ATP6 832 773 281 814 208 130 20 110
Tursiops_australis.COX1 3118 2514 1740 3464 905 330 97 545
Tursiops_australis.ND1 1235 1117 441 1023 418 164 3 128
Tursiops_australis.ND2 1422 1191 311 1048 337 220 20 112
Tursiops_australis.ND4 2204 2009 681 1991 536 373 15 242
Tursiops_truncatus.ATP6 4802 4414 1614 4695 1247 694 113 686
Tursiops_truncatus.ATP8 522 469 110 411 111 55 16 73
Tursiops_truncatus.COX1 9773 8062 5449 10771 2869 1089 297 1687
Tursiops_truncatus.COX2 3626 2675 1493 3101 803 418 46 429
Tursiops_truncatus.COX3 3978 3993 1871 4252 1050 696 32 564
Tursiops_truncatus.CytB 9655 9659 4061 8989 2791 1719 135 830
Tursiops_truncatus.ND1 5907 5263 2162 4847 1976 740 66 621
Tursiops_truncatus.ND2 7989 6945 1779 6189 2059 1308 55 651
Tursiops_truncatus.ND3 1287 1191 543 1299 297 211 2 209
Tursiops_truncatus.ND4 9174 8134 2921 8687 2230 1389 61 1217
Tursiops_truncatus.ND4L 947 873 396 1018 265 213 1 71
Tylosurus_acus.ATP6 1582 1920 783 1844 435 396 71 295
Tylototriton_kweichowensis.ND2 1836 1361 499 1149 581 169 45 97
Tylototriton_shanjing.ND1 1920 1474 800 1602 612 191 96 102
Tylototriton_shanjing.ND2 2526 1853 745 1659 795 234 85 138
Tylototriton_taliangensis.ND1 1293 960 511 1100 429 120 48 70
Tylototriton_taliangensis.ND2 1817 1356 530 1142 575 162 57 101
Tylototriton_verrucosus.ND1 1961 1468 771 1596 662 184 75 92
Tylototriton_verrucosus.ND2 2169 1609 627 1409 670 214 70 114
Tylototriton_wenxianensis.ND2 4655 3556 1379 3003 1425 487 181 233
Tympanocryptis_cephalus.ND2 10487 10312 3307 7094 2657 2459 283 697
Tympanocryptis_tetraporophora.ND2 20327 18846 5736 13050 5581 4187 406 1044
Typhlichthys_subterraneus.ND2 13222 16555 5521 10143 3354 4307 446 1133
UNVERIFIED%3A_Eumops.CytB 2747 2646 1167 2512 845 443 37 244
UNVERIFIED%3A_Lepilemur.ATP6 1153 1271 467 1177 318 274 35 184
UNVERIFIED%3A_Lepilemur.COX2 1213 1129 587 1157 240 231 27 177
UNVERIFIED%3A_Lepilemur.CytB 1930 2313 819 1742 492 539 77 126
UNVERIFIED%3A_Molossus.CytB 2809 2422 1161 2680 831 416 44 224
UNVERIFIED%3A_Tamias.COX2 919 625 344 836 204 75 12 110
Uragus_sibiricus.CytB 1596 1956 799 1348 505 404 70 90
Uragus_sibiricus.ND2 1275 1415 437 1025 326 309 57 122
Urocitellus_parryii.CytB 2908 2717 1281 3300 790 403 50 502
Urocyon_cinereoargenteus.ATP6 1948 1902 902 2028 479 340 130 242
Urocyon_cinereoargenteus.ATP8 436 318 110 342 44 40 28 44
Urocyon_cinereoargenteus.COX1 5121 4866 3914 6145 1285 769 549 868
Urocyon_cinereoargenteus.COX2 1737 1450 815 1446 371 221 58 194
Urocyon_cinereoargenteus.COX3 1212 1278 829 1379 318 241 102 141
Urocyon_cinereoargenteus.CytB 4229 4361 2128 4063 1181 746 250 305
Urocyon_cinereoargenteus.ND1 3569 4200 1850 3737 863 936 220 372
Urocyon_cinereoargenteus.ND2 4580 4004 1580 3612 1018 858 184 277
Urocyon_cinereoargenteus.ND4 4858 4528 2007 4591 1185 787 256 507
Urocyon_cinereoargenteus.ND4L 810 725 450 955 217 138 81 72
Uroplatus_ebenaui.ND2 1491 1370 549 1083 394 256 54 122
Uropsilus_soricipes.CytB 1719 1397 766 1803 511 169 36 187
Urosaurus_nigricaudus.ATP6 6093 5183 2057 4883 2240 663 211 406
Urosaurus_nigricaudus.ATP8 1232 1022 309 858 254 163 45 37
Urosaurus_nigricaudus.ND1 1674 1330 606 1220 596 179 29 84
Urosaurus_nigricaudus.ND2 1497 1074 388 869 454 156 11 93
Urotrichus_talpoides.CytB 3593 2854 1487 3436 1164 397 70 207
Ursus_americanus.COX1 1615 1420 1171 1961 428 203 163 291
Ursus_americanus.COX2 896 652 423 752 197 99 52 76
Ursus_americanus.COX3 824 834 536 938 265 118 40 116
Ursus_americanus.CytB 3268 3435 1626 3041 1075 540 148 262
Ursus_americanus.ND1 1124 1088 516 1088 365 190 39 136
Ursus_americanus.ND2 1387 1191 458 1128 375 237 34 106
Ursus_americanus.ND4 1666 1597 722 1523 417 301 94 172
Ursus_arctos.ATP6 4084 3990 2185 4656 1076 608 316 673
Ursus_arctos.ATP8 841 585 243 581 201 90 21 81
Ursus_arctos.COX1 13558 12597 10005 16265 3438 1656 1435 2658
Ursus_arctos.COX2 5297 4038 2910 4780 1141 587 440 482
Ursus_arctos.COX3 3548 3553 2194 4016 1116 586 161 458
Ursus_arctos.CytB 27285 28239 13696 26036 9116 4684 1222 1855
Ursus_arctos.ND1 7515 7245 3354 7373 2218 1287 318 990
Ursus_arctos.ND2 8770 7409 2788 7033 2353 1337 178 676
Ursus_arctos.ND3 1254 1237 666 1316 311 246 83 136
Ursus_arctos.ND4 12473 11516 5797 11962 3281 1982 766 1395
Ursus_arctos.ND4L 1254 1211 701 1577 393 227 99 183
Ursus_maritimus.ATP6 1656 1647 910 1889 442 255 134 270
Ursus_maritimus.COX1 2392 2196 1766 2898 606 284 256 478
Ursus_maritimus.COX2 851 647 465 761 187 100 70 68
Ursus_maritimus.COX3 1038 1055 647 1175 318 179 55 132
Ursus_maritimus.CytB 3545 3698 1846 3418 1192 636 174 223
Ursus_maritimus.ND1 1699 1644 750 1630 505 299 66 204
Ursus_maritimus.ND2 2795 2371 909 2253 745 443 63 213
Ursus_maritimus.ND4 3275 3092 1476 3173 878 539 184 397
Ursus_spelaeus.ATP6 3324 3251 1807 3777 869 522 203 531
Ursus_spelaeus.ATP8 723 438 187 588 134 64 29 68
Ursus_spelaeus.COX1 6359 5840 4698 7772 1635 839 613 1226
Ursus_spelaeus.COX2 1926 1512 1040 1648 461 208 161 167
Ursus_spelaeus.COX3 2257 2314 1460 2578 706 359 129 312
Ursus_spelaeus.CytB 8119 8511 3909 7464 2818 1362 216 596
Ursus_spelaeus.ND1 4848 4730 2291 4832 1503 804 202 660
Ursus_spelaeus.ND2 7781 6162 2445 6355 2097 1079 95 595
Ursus_spelaeus.ND3 855 840 454 902 230 157 56 102
Ursus_spelaeus.ND4 7163 6533 3295 6532 1838 1133 373 771
Ursus_spelaeus.ND4L 807 802 464 987 280 143 80 109
Ursus_thibetanus.ATP6 1278 1246 705 1517 314 198 94 240
Ursus_thibetanus.ATP8 529 364 120 373 112 33 15 58
Ursus_thibetanus.COX1 3217 2858 2328 3933 821 397 333 621
Ursus_thibetanus.COX2 1768 1273 864 1543 395 175 118 168
Ursus_thibetanus.COX3 1440 1458 919 1664 442 204 96 227
Ursus_thibetanus.CytB 7454 8116 3807 6773 2501 1458 300 416
Ursus_thibetanus.ND1 2189 2212 1082 2149 687 382 119 290
Ursus_thibetanus.ND2 2972 2463 963 2323 788 479 56 209
Ursus_thibetanus.ND3 796 765 398 801 219 146 49 70
Ursus_thibetanus.ND4 2883 2716 1274 2766 776 472 131 350
Ursus_thibetanus.ND4L 564 503 288 703 181 99 27 77
Ursus_thibetanus_ussuricus.CytB 2581 2853 1324 2313 890 514 99 137
Uta_stansburiana.ATP6 11148 8761 3438 9413 4011 998 253 1028
Uta_stansburiana.CytB 33453 29331 14016 31626 12290 3582 738 2556
Uta_stansburiana.ND2 1982 1481 506 1174 600 237 16 103
Vanmanenia_pingchowensis.CytB 1213 1348 704 1295 377 271 54 116
Varanus_cumingi.ND1 3088 3711 1173 2621 859 844 64 292
Varanus_gouldii.ND2 5387 6094 1650 4204 1407 1301 87 583
Varanus_niloticus.ND2 8324 7804 2725 5479 2399 1466 97 600
Varanus_nuchalis.ND1 3103 3696 1255 2602 790 908 90 215
Varanus_salvator.ND1 3918 4740 1506 3317 1069 1123 87 330
Varanus_salvator.ND2 3022 3341 946 2150 859 739 58 179
Varanus_varius.ND2 2686 2742 806 2298 709 525 35 330
Varecia_variegata.ATP6 1242 1111 396 1300 295 173 6 235
Varecia_variegata.ATP8 297 216 54 246 46 24 8 28
Varecia_variegata.COX1 3011 2658 1700 3404 823 505 52 507
Varecia_variegata.COX2 1930 1524 779 1699 459 248 11 250
Varecia_variegata.COX3 1046 1101 546 1222 236 240 175 NA
Varecia_variegata.CytB 3012 2995 1223 2995 745 525 62 321
Varecia_variegata.ND1 1688 1566 625 1575 510 285 17 186
Varecia_variegata.ND2 2463 1807 559 1975 463 368 9 221
Varecia_variegata.ND3 837 696 297 735 224 109 8 89
Varecia_variegata.ND4 6090 4992 1885 5723 1422 825 83 735
Varecia_variegata.ND4L 287 267 145 285 89 54 9 34
Varecia_variegata_variegata.ND3 450 380 142 408 121 54 8 58
Varecia_variegata_variegata.ND4 2176 1784 674 2041 508 299 32 258
Varecia_variegata_variegata.ND4L 143 136 73 152 44 27 5 17
Vespertilio_murinus.CytB 2720 2139 1198 3011 713 309 66 315
Vespertilio_murinus.ND1 1955 1487 836 2019 553 244 95 175
Vespertilio_sinensis.CytB 1658 1453 793 1781 449 250 61 155
Vicugna_vicugna.CytB 1334 1269 647 1298 415 189 55 111
Vipera_berus.CytB 4409 4617 1609 3927 1107 891 129 278
Vipera_lotievi.CytB 3621 3745 1257 3257 876 742 96 261
Vipera_renardi.CytB 7896 8342 2859 7225 1959 1636 244 583
Vipera_ursinii.CytB 22183 23476 7942 20292 5543 4704 598 1473
Vireo_altiloquus.ATP6 2825 3024 966 2026 1235 439 97 168
Vireo_atricapilla.ND2 14931 18447 5734 11209 4398 4071 661 1194
Vireo_bellii.ND2 13325 15138 4704 10302 3839 3082 475 1185
Vireo_cassinii.CytB 4503 4907 2003 3407 1687 746 153 249
Vireo_flavoviridis.ND2 4404 4962 1623 3543 1290 936 128 525
Vireo_gilvus.ND2 3011 3466 1124 2449 851 720 84 352
Vireo_olivaceus.ND2 7934 9111 2917 6323 2368 1734 246 894
Vireo_solitarius.CytB 2067 2275 934 1564 793 368 53 100
